site,sample,trmt,breadth_mm3,Pc
tool,28_38_28,before,0.0452785,-0.04679887
tool,40_50_28,before,0.0451881,-0.04679392
tool,40_50_16,before,0.0451853,-0.046793767
tool,28_38_28,after,0.0450178,-0.0467846
tool,41_50_16,before,0.0450061,-0.04678396
tool,41_50_16,before,0.0449674,-0.046781842
tool,28_38_28,after,0.0449646,-0.046781689
tool,40_50_16,before,0.0448818,-0.046777159
tool,40_50_16,before,0.0448654,-0.046776262
tool,40_50_16,before,0.0448562,-0.046775759
tool,41_50_28,before,0.0448144,-0.046773472
tool,41_50_16,before,0.0447931,-0.046772307
tool,40_50_28,after,0.0447685,-0.046770962
tool,41_50_16,before,0.0447628,-0.04677065
tool,40_50_16,before,0.0447564,-0.0467703
tool,28_38_12,before,0.0447564,-0.0467703
tool,41_50_16,after,0.0447257,-0.046768621
tool,40_50_16,before,0.0446926,-0.046766812
tool,28_38_28,before,0.0445849,-0.046760923
tool,28_38_28,before,0.0445814,-0.046760732
tool,41_50_16,after,0.044552,-0.046759125
tool,41_50_16,before,0.0445445,-0.046758715
tool,41_50_28,before,0.0445444,-0.04675871
tool,41_50_16,before,0.0445392,-0.046758425
tool,41_50_16,before,0.0445268,-0.046757748
tool,40_50_16,before,0.0445266,-0.046757737
tool,41_50_28,before,0.0444706,-0.046754676
tool,28_38_12,before,0.0444677,-0.046754518
tool,41_50_16,before,0.0444327,-0.046752605
tool,41_50_16,before,0.0444309,-0.046752507
tool,40_50_28,before,0.0444301,-0.046752463
tool,41_50_16,before,0.044428,-0.046752348
tool,41_50_28,before,0.0444178,-0.046751791
tool,28_38_28,after,0.0443638,-0.04674884
tool,28_38_12,after,0.044359,-0.046748578
tool,41_50_28,before,0.0443536,-0.046748283
tool,41_50_16,before,0.0443472,-0.046747933
tool,41_50_16,before,0.0443173,-0.0467463
tool,28_38_28,after,0.0442563,-0.046742968
tool,28_38_12,after,0.0442086,-0.046740362
tool,28_38_28,before,0.0441818,-0.046738899
tool,28_38_28,after,0.0441287,-0.046735999
tool,40_50_28,after,0.0441016,-0.046734519
tool,28_38_28,after,0.0441001,-0.046734437
tool,28_38_28,before,0.0440439,-0.046731369
tool,41_50_16,before,0.044019,-0.046730009
tool,41_50_16,before,0.0440184,-0.046729976
tool,41_50_16,before,0.043973,-0.046727498
tool,40_50_16,before,0.0439673,-0.046727187
tool,41_50_16,before,0.0439617,-0.046726881
tool,28_38_28,after,0.0439486,-0.046726166
tool,41_50_16,before,0.0439327,-0.046725298
tool,28_38_28,before,0.0439034,-0.046723699
tool,41_50_16,before,0.043897,-0.04672335
tool,41_50_28,before,0.0438373,-0.046720092
tool,28_38_28,after,0.0438357,-0.046720005
tool,41_50_16,before,0.0438086,-0.046718526
tool,40_50_16,before,0.043782,-0.046717074
tool,28_38_28,before,0.0437353,-0.046714526
tool,41_50_16,before,0.0437243,-0.046713926
tool,41_50_16,before,0.0436353,-0.046709071
tool,28_38_28,before,0.0436228,-0.04670839
tool,41_50_16,before,0.0435239,-0.046702996
tool,41_50_16,before,0.0434818,-0.046700701
tool,28_38_28,after,0.043432,-0.046697985
tool,41_50_16,before,0.0433042,-0.046691019
tool,28_38_28,after,0.0432785,-0.046689619
tool,28_38_28,before,0.043268,-0.046689046
tool,41_50_16,before,0.0432529,-0.046688223
tool,41_50_16,before,0.043236,-0.046687302
tool,41_50_16,before,0.0432283,-0.046686883
tool,28_38_28,after,0.0432235,-0.046686621
tool,41_50_28,before,0.0432037,-0.046685542
tool,41_50_16,after,0.0430885,-0.046679266
tool,28_38_28,after,0.0430852,-0.046679086
tool,28_38_12,before,0.0430802,-0.046678814
tool,41_50_16,before,0.0429802,-0.046673367
tool,28_38_28,before,0.0429518,-0.046671821
tool,28_38_28,before,0.0429514,-0.046671799
tool,40_50_28,after,0.0429501,-0.046671728
tool,41_50_28,before,0.0429322,-0.046670753
tool,28_38_28,after,0.0429322,-0.046670753
tool,41_50_28,before,0.0429033,-0.04666918
tool,28_38_28,after,0.0428931,-0.046668624
tool,41_50_16,before,0.042882,-0.04666802
tool,41_50_16,before,0.0428525,-0.046666414
tool,28_38_28,after,0.0428387,-0.046665663
tool,28_38_28,before,0.0428162,-0.046664438
tool,41_50_16,before,0.0428062,-0.046663893
tool,28_38_28,after,0.0428057,-0.046663866
tool,41_50_16,before,0.042788,-0.046662903
tool,40_50_16,before,0.0427814,-0.046662543
tool,41_50_16,before,0.0427403,-0.046660306
tool,28_38_12,before,0.0427359,-0.046660067
tool,41_50_28,before,0.0427133,-0.046658837
tool,41_50_16,before,0.0427013,-0.046658183
tool,41_50_16,before,0.0426947,-0.046657824
tool,41_50_16,before,0.0426919,-0.046657672
tool,41_50_16,before,0.0426857,-0.046657334
tool,40_50_28,before,0.0426842,-0.046657253
tool,28_38_28,after,0.0426552,-0.046655675
tool,41_50_16,before,0.0425894,-0.046652094
tool,28_38_12,before,0.0425859,-0.046651904
tool,41_50_16,before,0.0425451,-0.046649684
tool,40_50_16,before,0.0425221,-0.046648433
tool,41_50_16,before,0.0425156,-0.046648079
tool,28_38_28,after,0.0424858,-0.046646458
tool,41_50_16,before,0.0424708,-0.046645642
tool,41_50_16,before,0.0424143,-0.046642569
tool,28_38_28,after,0.0423916,-0.046641334
tool,41_50_16,before,0.0423414,-0.046638604
tool,41_50_16,before,0.0423253,-0.046637729
tool,41_50_28,before,0.0423172,-0.046637288
tool,41_50_16,before,0.0423149,-0.046637163
tool,40_50_16,before,0.0423102,-0.046636908
tool,40_50_16,before,0.0422559,-0.046633955
tool,41_50_16,after,0.042223,-0.046632167
tool,41_50_28,before,0.0422206,-0.046632036
tool,41_50_16,before,0.0421884,-0.046630286
tool,41_50_16,before,0.0421661,-0.046629074
tool,28_38_28,before,0.0421328,-0.046627264
tool,28_38_28,before,0.0421205,-0.046626595
tool,41_50_16,before,0.042093,-0.0466251
tool,28_38_28,after,0.0420369,-0.046622052
tool,28_38_12,before,0.0420089,-0.04662053
tool,40_50_16,before,0.0419371,-0.046616629
tool,28_38_28,after,0.0419137,-0.046615358
tool,41_50_28,before,0.041871,-0.046613038
tool,28_38_28,before,0.0418433,-0.046611534
tool,41_50_16,before,0.041836,-0.046611137
tool,41_50_16,before,0.0417416,-0.04660601
tool,41_50_16,before,0.0417285,-0.046605299
tool,41_50_16,before,0.0417023,-0.046603876
tool,41_50_16,after,0.0416859,-0.046602986
tool,28_38_28,after,0.0416857,-0.046602975
tool,28_38_28,after,0.0416855,-0.046602964
tool,28_38_28,before,0.0416852,-0.046602948
tool,28_38_28,before,0.041566,-0.046596477
tool,41_50_16,after,0.0415571,-0.046595994
tool,28_38_28,after,0.0415444,-0.046595304
tool,41_50_16,before,0.041538,-0.046594957
tool,40_50_16,before,0.0414556,-0.046590485
tool,28_38_28,after,0.0414377,-0.046589514
tool,41_50_28,before,0.041421,-0.046588607
tool,28_38_28,after,0.0414191,-0.046588504
tool,28_38_28,after,0.0414188,-0.046588488
tool,41_50_28,before,0.0413703,-0.046585857
tool,41_50_16,before,0.0413227,-0.046583274
tool,40_50_28,before,0.0413007,-0.046582081
tool,28_38_28,after,0.0412979,-0.046581929
tool,28_38_28,after,0.0412972,-0.046581891
tool,40_50_16,before,0.0412751,-0.046580692
tool,41_50_16,before,0.041273,-0.046580578
tool,28_38_12,before,0.0412682,-0.046580318
tool,41_50_16,before,0.0412621,-0.046579987
tool,41_50_28,before,0.0412553,-0.046579618
tool,40_50_16,before,0.0412341,-0.046578468
tool,41_50_28,before,0.0412281,-0.046578143
tool,41_50_16,before,0.0412127,-0.046577307
tool,41_50_28,before,0.0412114,-0.046577237
tool,28_38_28,after,0.0411987,-0.046576548
tool,41_50_16,before,0.0411651,-0.046574726
tool,41_50_16,before,0.0411649,-0.046574715
tool,41_50_28,before,0.0411571,-0.046574292
tool,41_50_16,before,0.0411569,-0.046574281
tool,28_38_28,after,0.0411525,-0.046574043
tool,41_50_28,before,0.0411435,-0.046573554
tool,41_50_16,before,0.041142,-0.046573473
tool,28_38_28,before,0.0411401,-0.04657337
tool,41_50_28,before,0.0411382,-0.046573267
tool,41_50_16,before,0.0411227,-0.046572427
tool,41_50_28,before,0.0411174,-0.046572139
tool,40_50_16,before,0.0410973,-0.046571049
tool,41_50_16,before,0.0410895,-0.046570626
tool,41_50_28,before,0.0410464,-0.04656829
tool,41_50_16,before,0.0410461,-0.046568273
tool,28_38_28,after,0.041046,-0.046568268
tool,40_50_16,before,0.0410287,-0.04656733
tool,28_38_28,after,0.0410225,-0.046566994
tool,41_50_28,before,0.0410166,-0.046566674
tool,41_50_16,before,0.0409818,-0.046564788
tool,41_50_16,before,0.0409632,-0.046563779
tool,41_50_28,before,0.0409131,-0.046561064
tool,41_50_16,before,0.0408981,-0.046560251
tool,41_50_16,after,0.0408666,-0.046558544
tool,28_38_28,before,0.040864,-0.046558403
tool,41_50_16,before,0.0408517,-0.046557736
tool,41_50_28,before,0.0408397,-0.046557086
tool,28_38_28,after,0.0408332,-0.046556734
tool,41_50_16,after,0.0408299,-0.046556555
tool,28_38_28,before,0.0408135,-0.046555666
tool,41_50_16,before,0.0408061,-0.046555265
tool,41_50_28,before,0.0407999,-0.046554929
tool,41_50_16,before,0.0407934,-0.046554577
tool,28_38_12,before,0.0407853,-0.046554138
tool,41_50_16,before,0.0407772,-0.046553699
tool,41_50_16,before,0.040725,-0.046550871
tool,41_50_16,after,0.040721,-0.046550655
tool,28_38_28,after,0.0407015,-0.046549598
tool,28_38_28,before,0.0406554,-0.046547101
tool,41_50_16,before,0.0406402,-0.046546278
tool,28_38_28,before,0.0406377,-0.046546142
tool,41_50_16,before,0.0406306,-0.046545758
tool,28_38_28,before,0.0405989,-0.046544041
tool,41_50_28,before,0.0405793,-0.046542979
tool,41_50_16,before,0.0405447,-0.046541106
tool,40_50_28,after,0.0405324,-0.04654044
tool,41_50_28,before,0.0404977,-0.046538561
tool,41_50_16,before,0.0404752,-0.046537342
tool,41_50_16,before,0.0404704,-0.046537083
tool,28_38_28,after,0.0404294,-0.046534863
tool,41_50_16,before,0.040429,-0.046534841
tool,28_38_28,before,0.0404148,-0.046534072
tool,41_50_16,before,0.0403404,-0.046530045
tool,41_50_16,before,0.040331,-0.046529536
tool,28_38_12,after,0.0402892,-0.046527274
tool,41_50_16,before,0.0402834,-0.04652696
tool,41_50_16,before,0.0402765,-0.046526587
tool,28_38_28,before,0.0402689,-0.046526175
tool,28_38_12,before,0.0402482,-0.046525055
tool,28_38_28,before,0.0401836,-0.04652156
tool,41_50_16,before,0.0401673,-0.046520678
tool,28_38_28,after,0.0401623,-0.046520407
tool,41_50_28,before,0.0401248,-0.046518378
tool,28_38_28,after,0.0400543,-0.046514565
tool,28_38_28,after,0.0400387,-0.046513721
tool,41_50_16,before,0.0400251,-0.046512985
tool,41_50_16,before,0.040022,-0.046512818
tool,41_50_16,before,0.0399604,-0.046509486
tool,41_50_16,before,0.0399411,-0.046508443
tool,28_38_28,before,0.0398919,-0.046505782
tool,28_38_28,after,0.0398804,-0.04650516
tool,41_50_16,after,0.0398518,-0.046503614
tool,28_38_28,after,0.0398121,-0.046501468
tool,28_38_28,before,0.039811,-0.046501408
tool,28_38_28,after,0.0397936,-0.046500468
tool,41_50_16,before,0.03977,-0.046499192
tool,41_50_28,before,0.0397297,-0.046497014
tool,40_50_16,after,0.0397,-0.046495409
tool,40_50_28,before,0.0396994,-0.046495376
tool,41_50_16,before,0.0396712,-0.046493852
tool,28_38_28,before,0.0396565,-0.046493058
tool,41_50_16,before,0.0396438,-0.046492371
tool,28_38_28,after,0.0396224,-0.046491215
tool,41_50_28,after,0.0396207,-0.046491123
tool,41_50_28,before,0.0395958,-0.046489778
tool,41_50_16,before,0.039576,-0.046488708
tool,40_50_16,before,0.0395702,-0.046488395
tool,41_50_28,before,0.0395092,-0.046485099
tool,41_50_16,before,0.0395066,-0.046484959
tool,41_50_16,before,0.0395054,-0.046484894
tool,41_50_28,before,0.0395022,-0.046484721
tool,28_38_28,after,0.0395008,-0.046484645
tool,40_50_16,before,0.039487,-0.0464839
tool,41_50_16,before,0.039487,-0.0464839
tool,41_50_16,before,0.0394219,-0.046480383
tool,41_50_28,before,0.0393959,-0.046478979
tool,41_50_28,before,0.0393723,-0.046477705
tool,41_50_16,before,0.0393574,-0.0464769
tool,41_50_28,before,0.0393322,-0.046475539
tool,41_50_16,before,0.0393173,-0.046474735
tool,28_38_12,before,0.0393059,-0.046474119
tool,40_50_16,before,0.0392973,-0.046473655
tool,28_38_28,after,0.0392973,-0.046473655
tool,28_38_28,after,0.039275,-0.046472451
tool,41_50_16,before,0.0392745,-0.046472424
tool,41_50_16,before,0.0392426,-0.046470701
tool,40_50_16,before,0.0392369,-0.046470394
tool,41_50_16,before,0.0392182,-0.046469384
tool,41_50_16,before,0.0391917,-0.046467953
tool,41_50_16,before,0.0391892,-0.046467818
tool,41_50_28,before,0.0391829,-0.046467478
tool,41_50_16,before,0.0391117,-0.046463635
tool,28_38_12,after,0.0390889,-0.046462405
tool,28_38_28,before,0.0390251,-0.046458962
tool,28_38_28,after,0.0389863,-0.046456868
tool,41_50_28,before,0.0389791,-0.04645648
tool,41_50_16,before,0.0389665,-0.0464558
tool,41_50_16,before,0.0389425,-0.046454505
tool,28_38_28,before,0.0389309,-0.046453879
tool,28_38_28,after,0.0389175,-0.046453156
tool,41_50_16,before,0.0388754,-0.046450885
tool,28_38_12,before,0.0388612,-0.046450119
tool,28_38_28,before,0.0388605,-0.046450082
tool,40_50_28,before,0.0388383,-0.046448884
tool,28_38_12,before,0.0388323,-0.04644856
tool,40_50_16,before,0.0388077,-0.046447234
tool,28_38_28,after,0.0387537,-0.046444321
tool,28_38_12,before,0.0386862,-0.046440682
tool,41_50_16,before,0.0386799,-0.046440342
tool,28_38_28,before,0.0386661,-0.046439598
tool,40_50_16,before,0.0386046,-0.046436282
tool,28_38_28,after,0.0385827,-0.046435102
tool,41_50_28,before,0.0385523,-0.046433463
tool,41_50_16,before,0.0385306,-0.046432293
tool,41_50_28,before,0.0385183,-0.046431631
tool,41_50_16,after,0.0385033,-0.046430822
tool,41_50_16,before,0.0384918,-0.046430202
tool,41_50_16,before,0.038491,-0.046430159
tool,28_38_28,before,0.0384468,-0.046427777
tool,41_50_16,before,0.0383538,-0.046422766
tool,28_38_28,after,0.038346,-0.046422346
tool,41_50_16,before,0.0383454,-0.046422314
tool,41_50_16,after,0.0383386,-0.046421947
tool,28_38_28,after,0.0383268,-0.046421311
tool,40_50_16,before,0.038316,-0.04642073
tool,28_38_28,before,0.0383048,-0.046420126
tool,28_38_28,after,0.0382662,-0.046418047
tool,41_50_28,before,0.038262,-0.046417821
tool,40_50_28,after,0.0382545,-0.046417417
tool,41_50_16,before,0.0382502,-0.046417185
tool,28_38_12,before,0.0382053,-0.046414767
tool,40_50_16,before,0.0381843,-0.046413636
tool,41_50_16,before,0.038179,-0.04641335
tool,40_50_16,before,0.0381237,-0.046410372
tool,41_50_16,before,0.0381122,-0.046409753
tool,41_50_16,before,0.0380751,-0.046407755
tool,28_38_28,after,0.0380715,-0.046407562
tool,41_50_16,before,0.0380457,-0.046406173
tool,41_50_16,before,0.0380452,-0.046406146
tool,28_38_28,after,0.0380326,-0.046405467
tool,28_38_28,after,0.0380081,-0.046404148
tool,41_50_16,before,0.0379633,-0.046401737
tool,41_50_28,before,0.0378647,-0.04639643
tool,41_50_28,before,0.0378476,-0.04639551
tool,28_38_28,before,0.0377913,-0.04639248
tool,40_50_16,before,0.0376974,-0.046387428
tool,41_50_16,before,0.0376862,-0.046386826
tool,28_38_28,before,0.0376296,-0.046383781
tool,28_38_28,after,0.037627,-0.046383641
tool,41_50_16,before,0.037627,-0.046383641
tool,28_38_12,before,0.0375475,-0.046379366
tool,41_50_16,before,0.0375107,-0.046377387
tool,28_38_28,before,0.0374892,-0.046376231
tool,41_50_16,after,0.0374497,-0.046374107
tool,41_50_16,before,0.0374301,-0.046373053
tool,28_38_28,after,0.0373805,-0.046370387
tool,28_38_28,after,0.0373734,-0.046370005
tool,41_50_16,before,0.0373378,-0.046368092
tool,28_38_28,after,0.0372742,-0.046364673
tool,41_50_28,after,0.0372737,-0.046364647
tool,41_50_28,before,0.0372735,-0.046364636
tool,28_38_28,after,0.0372554,-0.046363663
tool,28_38_12,after,0.0372215,-0.046361841
tool,28_38_12,after,0.0372177,-0.046361637
tool,40_50_16,before,0.037191,-0.046360203
tool,41_50_16,before,0.0371548,-0.046358258
tool,41_50_28,before,0.0371512,-0.046358064
tool,41_50_16,before,0.037142,-0.04635757
tool,41_50_16,before,0.0371323,-0.046357049
tool,41_50_16,before,0.0371129,-0.046356006
tool,41_50_16,before,0.037074,-0.046353917
tool,41_50_16,before,0.0369007,-0.046344609
tool,28_38_12,before,0.0367318,-0.046335542
tool,41_50_16,before,0.0367318,-0.046335542
tool,28_38_28,before,0.0366752,-0.046332504
tool,28_38_12,before,0.0366752,-0.046332504
tool,41_50_16,after,0.0366659,-0.046332005
tool,41_50_28,before,0.0366407,-0.046330653
tool,28_38_28,after,0.0366296,-0.046330057
tool,28_38_28,after,0.036564,-0.046326537
tool,28_38_28,before,0.0365565,-0.046326135
tool,28_38_28,after,0.036516,-0.046323962
tool,28_38_28,after,0.036481,-0.046322084
tool,41_50_16,after,0.0364732,-0.046321666
tool,41_50_16,before,0.0363767,-0.04631649
tool,41_50_16,before,0.0363692,-0.046316088
tool,28_38_28,after,0.0363535,-0.046315246
tool,41_50_16,after,0.0363073,-0.046312768
tool,41_50_16,before,0.0362767,-0.046311128
tool,41_50_28,before,0.0362283,-0.046308533
tool,28_38_28,after,0.0362253,-0.046308372
tool,28_38_28,after,0.0362111,-0.046307611
tool,28_38_28,before,0.0361738,-0.046305611
tool,28_38_28,after,0.0361449,-0.046304062
tool,41_50_16,before,0.0361442,-0.046304024
tool,28_38_28,before,0.0360663,-0.046299849
tool,28_38_12,before,0.0360663,-0.046299849
tool,41_50_16,before,0.0359989,-0.046296237
tool,28_38_28,after,0.0359234,-0.046292192
tool,41_50_16,before,0.0359234,-0.046292192
tool,28_38_28,before,0.0359092,-0.046291431
tool,41_50_16,before,0.0358881,-0.046290301
tool,28_38_28,after,0.0358872,-0.046290253
tool,28_38_28,after,0.035877,-0.046289706
tool,28_38_28,after,0.0358444,-0.04628796
tool,28_38_28,before,0.035786,-0.046284832
tool,40_50_16,before,0.0357719,-0.046284077
tool,41_50_16,before,0.0357515,-0.046282985
tool,40_50_16,before,0.0357382,-0.046282272
tool,28_38_28,after,0.0357316,-0.046281919
tool,41_50_16,before,0.0357316,-0.046281919
tool,41_50_16,before,0.0357001,-0.046280232
tool,40_50_16,before,0.0356963,-0.046280029
tool,41_50_16,before,0.0356803,-0.046279172
tool,41_50_28,before,0.0356753,-0.046278904
tool,28_38_28,after,0.0356487,-0.04627748
tool,41_50_16,before,0.0355963,-0.046274675
tool,28_38_28,before,0.0355962,-0.046274669
tool,28_38_28,before,0.0355908,-0.04627438
tool,41_50_16,before,0.0355885,-0.046274257
tool,41_50_16,before,0.0355846,-0.046274048
tool,41_50_16,before,0.0355846,-0.046274048
tool,41_50_16,before,0.0355832,-0.046273973
tool,41_50_16,after,0.0355787,-0.046273732
tool,28_38_28,after,0.0355682,-0.04627317
tool,41_50_16,before,0.0355668,-0.046273095
tool,41_50_16,before,0.035533,-0.046271286
tool,41_50_28,before,0.0355169,-0.046270424
tool,41_50_28,before,0.0355058,-0.04626983
tool,28_38_28,after,0.0354803,-0.046268466
tool,41_50_16,before,0.0354796,-0.046268428
tool,28_38_28,after,0.0354725,-0.046268048
tool,28_38_28,after,0.0354675,-0.046267781
tool,41_50_16,before,0.0354613,-0.046267449
tool,28_38_12,before,0.0354525,-0.046266978
tool,41_50_16,before,0.0354496,-0.046266823
tool,41_50_28,before,0.0354207,-0.046265276
tool,28_38_28,before,0.0354048,-0.046264425
tool,41_50_28,before,0.0354013,-0.046264238
tool,41_50_16,before,0.0354013,-0.046264238
tool,28_38_12,before,0.0353967,-0.046263992
tool,41_50_16,before,0.0353788,-0.046263034
tool,41_50_16,before,0.0353712,-0.046262627
tool,41_50_16,before,0.0353709,-0.046262611
tool,41_50_28,before,0.035356,-0.046261814
tool,41_50_16,after,0.0353554,-0.046261782
tool,28_38_28,after,0.0353536,-0.046261686
tool,28_38_28,after,0.0353405,-0.046260985
tool,28_38_28,before,0.0353364,-0.046260765
tool,28_38_28,before,0.0353349,-0.046260685
tool,40_50_16,before,0.0353331,-0.046260589
tool,28_38_28,before,0.0353327,-0.046260568
tool,28_38_12,after,0.0353327,-0.046260568
tool,40_50_16,before,0.0353308,-0.046260466
tool,41_50_16,before,0.0353277,-0.0462603
tool,28_38_28,after,0.0353227,-0.046260032
tool,28_38_28,after,0.0353198,-0.046259877
tool,28_38_28,before,0.0353058,-0.046259128
tool,41_50_16,before,0.0352974,-0.046258679
tool,41_50_16,before,0.0352881,-0.046258181
tool,28_38_12,before,0.0352692,-0.04625717
tool,41_50_28,before,0.0352675,-0.04625708
tool,28_38_28,after,0.035227,-0.046254913
tool,28_38_12,before,0.035223,-0.046254699
tool,41_50_28,before,0.0352145,-0.046254245
tool,40_50_16,before,0.0352137,-0.046254202
tool,40_50_16,before,0.0351977,-0.046253346
tool,41_50_16,before,0.0351554,-0.046251084
tool,28_38_12,before,0.035144,-0.046250474
tool,41_50_16,before,0.0351226,-0.04624933
tool,41_50_28,before,0.0351069,-0.04624849
tool,40_50_16,before,0.0350596,-0.046245961
tool,41_50_16,before,0.0350172,-0.046243694
tool,41_50_28,before,0.0349498,-0.046240091
tool,41_50_16,before,0.0349429,-0.046239722
tool,28_38_28,before,0.0349419,-0.046239669
tool,41_50_16,before,0.0349374,-0.046239428
tool,40_50_28,after,0.0349213,-0.046238568
tool,41_50_28,before,0.0349161,-0.04623829
tool,28_38_28,after,0.0348824,-0.046236489
tool,41_50_16,after,0.0348824,-0.046236489
tool,41_50_16,after,0.0348664,-0.046235633
tool,41_50_16,before,0.0348506,-0.046234789
tool,28_38_12,before,0.0348486,-0.046234682
tool,41_50_16,before,0.0348486,-0.046234682
tool,28_38_28,after,0.0348218,-0.04623325
tool,40_50_16,before,0.0348129,-0.046232774
tool,41_50_16,before,0.0348105,-0.046232646
tool,41_50_16,before,0.0347982,-0.046231989
tool,28_38_28,before,0.0347624,-0.046230076
tool,41_50_16,before,0.0347468,-0.046229242
tool,40_50_16,before,0.0347058,-0.046227052
tool,41_50_16,after,0.03466,-0.046224605
tool,41_50_16,before,0.0346562,-0.046224402
tool,41_50_16,before,0.0346562,-0.046224402
tool,41_50_16,before,0.0345984,-0.046221315
tool,41_50_28,before,0.0345696,-0.046219777
tool,28_38_28,before,0.0345566,-0.046219083
tool,41_50_16,before,0.0345563,-0.046219067
tool,41_50_16,after,0.0345542,-0.046218954
tool,41_50_28,before,0.0345129,-0.046216749
tool,28_38_28,after,0.0345073,-0.04621645
tool,28_38_12,before,0.0344874,-0.046215387
tool,40_50_16,before,0.0344326,-0.046212461
tool,28_38_28,before,0.0344287,-0.046212253
tool,41_50_16,before,0.0343855,-0.046209947
tool,41_50_16,before,0.0343591,-0.046208538
tool,41_50_28,before,0.0342591,-0.0462032
tool,41_50_16,before,0.0342591,-0.0462032
tool,41_50_28,before,0.0342327,-0.046201791
tool,41_50_16,before,0.0342078,-0.046200462
tool,41_50_16,before,0.0341727,-0.046198589
tool,40_50_16,before,0.0341354,-0.046196599
tool,41_50_16,before,0.0341331,-0.046196477
tool,41_50_16,before,0.0340957,-0.046194481
tool,41_50_16,before,0.0340786,-0.046193569
tool,28_38_28,before,0.0339589,-0.046187184
tool,41_50_28,before,0.0338865,-0.046183324
tool,28_38_28,after,0.0338794,-0.046182945
tool,41_50_16,before,0.0338243,-0.046180007
tool,41_50_16,before,0.0337733,-0.046177288
tool,41_50_16,before,0.0337387,-0.046175444
tool,41_50_16,before,0.0337283,-0.046174889
tool,41_50_28,before,0.0337044,-0.046173616
tool,41_50_16,before,0.0336026,-0.04616819
tool,28_38_28,after,0.0335892,-0.046167476
tool,41_50_16,before,0.033563,-0.04616608
tool,41_50_16,before,0.0334967,-0.046162548
tool,41_50_16,before,0.0334514,-0.046160135
tool,40_50_16,before,0.0334306,-0.046159027
tool,41_50_28,before,0.0334284,-0.046158909
tool,28_38_28,before,0.0334131,-0.046158094
tool,28_38_28,before,0.0333936,-0.046157056
tool,28_38_28,before,0.0333936,-0.046157056
tool,41_50_16,before,0.0333934,-0.046157045
tool,28_38_28,after,0.0333932,-0.046157035
tool,41_50_16,before,0.0333929,-0.046157019
tool,41_50_16,before,0.0333929,-0.046157019
tool,40_50_16,before,0.0333925,-0.046156997
tool,41_50_28,before,0.0333925,-0.046156997
tool,28_38_28,before,0.0333925,-0.046156997
tool,28_38_28,after,0.0333925,-0.046156997
tool,28_38_12,before,0.0333925,-0.046156997
tool,28_38_12,after,0.0333925,-0.046156997
tool,41_50_16,before,0.0333925,-0.046156997
tool,41_50_16,before,0.0333925,-0.046156997
tool,41_50_16,before,0.0333923,-0.046156987
tool,28_38_28,after,0.033392,-0.046156971
tool,41_50_16,before,0.0333916,-0.046156949
tool,41_50_16,before,0.0333915,-0.046156944
tool,41_50_16,before,0.0333915,-0.046156944
tool,41_50_28,before,0.03339,-0.046156864
tool,41_50_16,before,0.0333899,-0.046156859
tool,40_50_28,after,0.0333895,-0.046156837
tool,28_38_28,after,0.0333895,-0.046156837
tool,28_38_12,before,0.0333895,-0.046156837
tool,28_38_28,before,0.0333865,-0.046156678
tool,41_50_16,before,0.0333863,-0.046156667
tool,40_50_16,before,0.0333852,-0.046156608
tool,40_50_28,after,0.0333852,-0.046156608
tool,41_50_28,before,0.033385,-0.046156598
tool,41_50_16,before,0.0333846,-0.046156576
tool,41_50_16,before,0.0333651,-0.046155538
tool,41_50_16,before,0.0333451,-0.046154473
tool,41_50_16,before,0.0333417,-0.046154292
tool,41_50_28,before,0.0333213,-0.046153205
tool,28_38_28,after,0.0333213,-0.046153205
tool,41_50_16,before,0.0333213,-0.046153205
tool,28_38_28,after,0.0333128,-0.046152753
tool,28_38_12,before,0.0332878,-0.046151421
tool,41_50_28,before,0.0332833,-0.046151182
tool,28_38_28,after,0.0332613,-0.04615001
tool,28_38_28,before,0.0332592,-0.046149899
tool,41_50_16,before,0.0332592,-0.046149899
tool,28_38_28,before,0.0332523,-0.046149531
tool,41_50_16,before,0.0332467,-0.046149233
tool,41_50_28,before,0.0332451,-0.046149148
tool,28_38_28,before,0.0332451,-0.046149148
tool,41_50_16,before,0.0332405,-0.046148903
tool,41_50_28,before,0.0332358,-0.046148653
tool,41_50_16,before,0.0332358,-0.046148653
tool,41_50_16,before,0.0332358,-0.046148653
tool,41_50_16,before,0.0332297,-0.046148328
tool,28_38_28,before,0.0332267,-0.046148168
tool,41_50_16,before,0.0332213,-0.046147881
tool,28_38_28,before,0.0332091,-0.046147231
tool,28_38_28,after,0.0331985,-0.046146667
tool,28_38_28,before,0.0331915,-0.046146294
tool,40_50_16,before,0.0331866,-0.046146033
tool,41_50_16,before,0.0331866,-0.046146033
tool,41_50_16,before,0.0331866,-0.046146033
tool,41_50_28,before,0.0331817,-0.046145772
tool,28_38_28,before,0.0331817,-0.046145772
tool,41_50_16,before,0.0331817,-0.046145772
tool,41_50_16,before,0.0331757,-0.046145453
tool,40_50_16,before,0.0331723,-0.046145272
tool,40_50_16,before,0.0331688,-0.046145086
tool,28_38_28,before,0.0331688,-0.046145086
tool,41_50_16,before,0.0331688,-0.046145086
tool,28_38_28,after,0.0331637,-0.046144814
tool,41_50_16,after,0.0331546,-0.04614433
tool,41_50_28,before,0.0331516,-0.04614417
tool,28_38_12,before,0.0331103,-0.046141972
